,message,timestamp,username,m_length,datetime
3189,"
Day 4:
1- Had a virtual meeting with amazing women form #wmn_who_code.https://secureprivataischolar.slack.com/files/UK86HFN15/FL2EDESLX/zoom_meetup__5.jpg
2- Watched some Youtube videos about Pandas and Numpy
3- I want to thank and encourage @mikaelaysanchez, @learn556@munniomer. Keep good work up girls.
",06/30/2019 11:28 p.m.,quratfatima581,307,2019-06-30 23:28:00
3190,"
@meajagun Amazing. You learn so fast. I learn several years ago,but I still forget things about language. :mario_luigi_dance: Keep working constantly.
",06/30/2019 11:29 p.m.,alanvera01,152,2019-06-30 23:29:00
3191,"
Day 4:
======
1. I Still working on the final project for Lesson 6 Federated Learning.
2. I also started reading The Algorithmic Foundations of Differential Privacy.
3. and I watched once again all the videos of the lesson 4 and 5 .
",06/30/2019 11:29 p.m.,mcb_13,234,2019-06-30 23:29:00
3192,"
*DAY 2 [3.3%] | 60* #60daysofudacity
[1] Implementation of the project 2 for the Lesson 3 completed.
[2] Added a plot for the project, where the data distribution can be compared using two databases.
[3] Taking a recap from Lesson 3.
*What I learn:*
This was a very interesting project, where we created a main database, containing a single feature with ones and zeros. Also, we implemented a function to create more databases from the main one, with one row missing per database (a total of 5000 dbs). I noticed how we select the probability distribution for the samples to be 50%. This give me the idea to plot the density distribution for the databases using different probabilities. In fact, I plot a standard DB with p = 0.5 against one with p = 0.7. This help me to understand how the probability parameter affected the creation of the databases.
",06/30/2019 11:29 p.m.,wayrapaq,854,2019-06-30 23:29:00
3193,"
*Day 4* :
1. Start lesson 7
2. Study on graph database for my work. This may not related to this course, but I think it's also the trend in data science.https://towardsdatascience.com/graph-databases-whats-the-big-deal-ec310b1bc0edContinuing the analysis on semantics and data science, it’s time to talk about graph databases and what they have to offer us.Reading time9 min read
",06/30/2019 11:29 p.m.,fender_kidkub,381,2019-06-30 23:29:00
3194,"
That is a lot of progress @george.christ1987  :clapping:
",06/30/2019 11:29 p.m.,manishajhunjhunwala7,58,2019-06-30 23:29:00
3195,"
@quratfatima581 thank you for the encouragement.  Keep up the great work
",06/30/2019 11:30 p.m.,munniomer,74,2019-06-30 23:30:00
3196,"
Day 4/60 #60daysofudacity Listened podcast on Neural Networks Attended meetup of PyData Read blog on Multilayer Perceptron with PyTorch Encouraged @sayalikutwal26
",06/30/2019 11:30 p.m.,ikhushpatel,164,2019-06-30 23:30:00
3197,"
Forgot to tag people.
Tagging some random people who have names that start with I @ebonko2017ip@memunati@fi_ahmed_bacha
",06/30/2019 11:31 p.m.,ingusterbets,121,2019-06-30 23:31:00
3198,"
 Day 3 of #60daysofudacityWorked through the first Notebook Lab of lesson 2 of Introduction to Neural Networks and Implemented the Gradient Descent AlgorithmHad a virtual meeting with amazing women form #wmn_who_code hosted by our amazing channel mods @sarahhelena.barmer and @jenashubhangi20
I would like to thank and encourage my study group @rumanubhardwaj@sophie713713@smogal95@apoorva.k.patil@aarthialagammai21. I would also like to thank @bharati.frnds and @quratfatima581 for helping me stay motivated 
",06/30/2019 11:31 p.m.,munniomer,511,2019-06-30 23:31:00
3199,"
#60daysofudacity
Day 4 -
1) Ticked all items off my to-do list today. Yaaay for productivity 
2) Completed Part of Speech Tagging Project
3) Natural Language Processing Topics studied -> Bag of words, TF-IDF, One-hot encoding, Word2Vec, GloVe, t-SNE
",06/30/2019 11:32 p.m.,jaintj95,251,2019-06-30 23:32:00
3200,"
Day 1:
• Completed Perform a differencing attack
• Completed Local differential privacy
• Completed Varying amount of noise in local differential privacy
",06/30/2019 11:34 p.m.,silu.patel1997,155,2019-06-30 23:34:00
3201,"
Day 4 -
Learned data cleansing and exploratory analysis.
Implemented hypothesis testing.
Worked on lesson 5
Encouraging @labknr98@mhmohona@aniketmitra1997@hippodippo257 to continue learning and be in this challenge.#60daysofudacity
",06/30/2019 11:36 p.m.,sajjadmanal24,233,2019-06-30 23:36:00
3202,"
#Day4 - #60daysofudacity
- Completed Lesson 2 - Part 4 Notebook - Classifying Fashion-MNIST
- Github Link : https://github.com/SamratPyaraka/60daysOfUdacity/blob/master/Day%204-Classifying%20Fashion-MNIST.ipynb
- Attended a meetup with  @arkachkrbrty@kumarprabhu244@pranjalchaubey@shashvatgupta448@manishajhunjhunwala7 and others in Hyderabad.
",06/30/2019 11:36 p.m.,samrat.pyaraka,345,2019-06-30 23:36:00
3203,"
Day 4/60 of #60daysofudacity :
1)Started lesson 5 of challenge course
2)Revised lesson 4 and practised differencing attack
",06/30/2019 11:37 p.m.,dubeankit07,124,2019-06-30 23:37:00
3204,"
Day 1:
* I made the pledge and starting off with the #60daysofudacity challenge!
* I watched some lessons about calculus on Khan Academy.
* I participated in the kahoot quiz concerning the content of lesson 3, organized by @michael092001.
* I took part in the wonderful weekly meetup from #wmn_who_code, hosted by @jenashubhangi20 and @sarahhelena.barmer. It’s always great to meet these brilliant and inspiring women and discuss about group projects and other topics concerning this scholarship! https://secureprivataischolar.slack.com/files/UK86HFN15/FL2EDESLX/zoom_meetup__5.jpg
* I encourage @panseit and @savchyntm to start the challenge!
",06/30/2019 11:38 p.m.,evigiannakou,645,2019-06-30 23:38:00
3205,"
@panseit has joined the channel
",06/30/2019 11:38 p.m.,panseit,33,2019-06-30 23:38:00
3206,"
@savchyntm has joined the channel
",06/30/2019 11:38 p.m.,savchyntm,35,2019-06-30 23:38:00
3207,"
Day 1-3 of #60daysofudacity Lesson 1 completed Started lesson 2
",06/30/2019 11:38 p.m.,pramodbharti.info,65,2019-06-30 23:38:00
3208,"
Awesome @ziad.esam.ezat!
You seem to be working on a lot of interesting projects! 
",06/30/2019 11:39 p.m.,davida.mikhail,84,2019-06-30 23:39:00
3209,"
It was lovely to see you @evigiannakou. Great start keep it up 
",06/30/2019 11:39 p.m.,munniomer,65,2019-06-30 23:39:00
3210,"
*Day 3:* learned panda's series datatype.#60daysofudacity
",06/30/2019 11:39 p.m.,dharmaraj.techie,59,2019-06-30 23:39:00
3211,"
@davida.mikhail Thanks David. I love competing just as you do. 
",06/30/2019 11:40 p.m.,ziad.esam.ezat,65,2019-06-30 23:40:00
3212,"
*#Day 3/60 Completed!*I started lesson 5! I learned the concepts of *""Local differential privacy""* and *""Global differential privacy""*. I've been amazed about the coins flipping method. Watched a video from Siraj Raval about ""Privacy in Data Science"" (https://www.youtube.com/watch?v=39hNjnhY7cY) Preparing to start the programming part of the lesson.
I encourage @sankalpdayal5 and @muskanvk97 to do the pledge and start this awesome challenge in case they haven't 
*#60daysofudacity*
",06/30/2019 11:40 p.m.,alexdomla,487,2019-06-30 23:40:00
3213,"
Thank you so much @munniomer! Great to see you, all the best for you to keep up the good work! 
",06/30/2019 11:41 p.m.,evigiannakou,97,2019-06-30 23:41:00
3214,"
Day4: i finished part4 in lesson 1 
I learned how to make neural network and trained it in fashion mnist data
That is really good steps for me.. Thank you very much
",06/30/2019 11:42 p.m.,ahmed3sam,166,2019-06-30 23:42:00
3215,"
Day 4/60 Started learning about 3D convnets
",06/30/2019 11:42 p.m.,shivshankar.hc,45,2019-06-30 23:42:00
3216,"
Day 4 : #60daysofudacity *STEP 2:* Engage in *'atleast one'* of the following activities everyday:
1. Code or practice your program topics for 30 minutes everyday. :spiral_calendar_pad:
4.  Engross yourself in the Community Initiatives. :inception:
* STEP 3:* Post a short update in the #60daysofudacity Slack Channel about what you did that day, don't forget to note which day you are on! (Use Pictures & link to Github Repos if Required ) For Example:
*DAY 1:* I took part in a meetup!
*DAY 15:* I completed lesson 5!
*DAY 60:* I completed my group project and the challenge! :penguin_dance:
* STEP 4:* Encourage at least 2 people in Slack every day to follow this path! You can make group with them as well and maybe engage in any of the activities above.
",06/30/2019 11:44 p.m.,aisha.jv70,760,2019-06-30 23:44:00
3217,"
Love meeting you at the meetup! @evigiannakou
",06/30/2019 11:44 p.m.,jenashubhangi20,47,2019-06-30 23:44:00
3218,"
Day 1: #60daysofudacity 1. Took the pledge 2. Revised lesson 1 of the course Collaborated with @anshutrivedik for the mini project Took part in APTOS blind detection challenge hosted on Kaggle Read about different activation function and their pros and cons
I would encourage @bkwapni@anshutrivedik to take this challenge
Stay udacious 
",06/30/2019 11:45 p.m.,deepakdk2431,338,2019-06-30 23:45:00
3219,"
Day : #60daysofudacity
1. Read this blog on Federated Learning : https://ai.googleblog.com/2017/04/federated-learning-collaborative.html?m=12. Continued reading Deep Learning Book (it’s getting more and more involved now)3. Planning for my first projectPosted by Brendan McMahan and Daniel Ramage, Research Scientists Standard machine learning approaches require centralizing the training data...
",06/30/2019 11:45 p.m.,rajueee012,398,2019-06-30 23:45:00
3220,"
Day 3/60
1 Completed lesson 4
2 Reviewed Linear Algebra ""Essence of Linear Algebra
",06/30/2019 11:45 p.m.,mahitejg,84,2019-06-30 23:45:00
3221,"
Day 4: #60daysofudacity
Started Lesson 5 'Introducing local and global differential privacy'
",06/30/2019 11:46 p.m.,jicksy.john,94,2019-06-30 23:46:00
3222,"
Day 4: #60daysofudacity 1. Finished week 4 lessons 2. Learnt how to make a GAN Worked with my friends for the project Read about different MISH activation function
",06/30/2019 11:47 p.m.,adityajyotipaul007,165,2019-06-30 23:47:00
3223,"
Day 1 #60daysofudacity
1. Took the pledge 
2. Covered the first 10 concepts of Lesson-2, brushed basic concepts of Deep Learning (yes, I started superlate! ) through this awesome playlist https://www.youtube.com/playlist?list=PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi
Well this isn't a part of this challenge but made preparations for the job which I am joining tomorrow!@sumanyurosha@dhanwant.himanshu41 how are you guys doing? Let's meet tomorrow and learn together!
",06/30/2019 11:47 p.m.,fantooshsagar.15,463,2019-06-30 23:47:00
3224,"
This is so much fun!!
",06/30/2019 11:47 p.m.,adityajyotipaul007,23,2019-06-30 23:47:00
3225,"
@dhanwant.himanshu41 has joined the channel
",06/30/2019 11:47 p.m.,dhanwant.himanshu41,45,2019-06-30 23:47:00
3226,"
Great start of your day @evigiannakou So nice to see you again 
 
Waiting for all of us to change the world for the better with AI :star-struck::hero:
",06/30/2019 11:48 p.m.,sarahhelena.barmer,152,2019-06-30 23:48:00
3227,"
Day 1 - #60daysofudacity:
1. Made the Pledge
2. Started a study group with @souvikb1812@riday467366@sureshkumarm8@vananrajaindern and @abhimanyutiwari3412
3. Reviewed first 10 Sections of Lesson 2 
",06/30/2019 11:49 p.m.,erick.duarte,199,2019-06-30 23:49:00
3228,"
The code can be found in the above screenshot, sorry for not mentioning. I restarted with a tutorial to refer and got it working though 
",06/30/2019 11:50 p.m.,abdulfta12,138,2019-06-30 23:50:00
3229,"
Day 4: completed lesson 4 completely #60daysofudacity  :60daysofudacitybadge:
",06/30/2019 11:51 p.m.,17ucs092,79,2019-06-30 23:51:00
3230,"
Day 4:
Completed lesson 3.
Started lesson 4.
",06/30/2019 11:51 p.m.,abhinav.raj116,46,2019-06-30 23:51:00
3231,"
Thankyou for keeping me motivated too! 
",06/30/2019 11:52 p.m.,bharati.frnds,41,2019-06-30 23:52:00
3232,"
Day 3/60 : Couldn't  do much today
1 Reviewed Lesson 2 and Read some part of lesson 6
2 Started Learning some Maths and neural nets from 3brow1white
",06/30/2019 11:52 p.m.,mahitej,150,2019-06-30 23:52:00
3233,"
@sarahhelena.barmer and @jenashubhangi20 you are doing a great job and always looking forward for our Sunday meet up, it's a pleasure to meet you all !!!
",06/30/2019 11:53 p.m.,evigiannakou,155,2019-06-30 23:53:00
3234,"
Day 3: (june 30)
1. lesson 2 upto transfer Learning, need more time for transfer learning
2. Continuing with Machine Learning Course- Andrew Ng - Coursera
3. Read https://www.deeplearningbook.org/
4. Continuing with Applied Deep Learning Capstone Project -edX
5. Also working with Lesson 3 project
",06/30/2019 11:54 p.m.,mhnpta,299,2019-06-30 23:54:00
3235,"
Day #4:
1. Completed challenges over hacker rank
2. Completed network architecture
3. Revision of past units#60daysofudacity
",06/30/2019 11:54 p.m.,skartikay15,126,2019-06-30 23:54:00
3236,"
Love the picture! 
Just 57 days of the challenge left. So much to learn!
",06/30/2019 11:54 p.m.,alexdomla,74,2019-06-30 23:54:00
3237,"
Day 3:
Finished the rest of lesson 9 finishing the coursework. 
",06/30/2019 11:55 p.m.,minas.gorgy,65,2019-06-30 23:55:00
3238,"
Day 4One more project left in Lesson 5, completed till it.Completed my GAN successfully, enjoy the beauty and possibility of GANs pics attached.
Would like to establish a routine for this challenge, so far struggling to do it.
",06/30/2019 11:56 p.m.,abdulfta12,228,2019-06-30 23:56:00
3239,"
day 4:  today started on federated learning project.
 
Also started on a blog on federated learning . planning to write my learnings there regarding the same topic.
",06/30/2019 11:56 p.m.,venkkratos,166,2019-06-30 23:56:00
3240,"
Day 4: Revised 2,3 lessons & coded the logistic regression from scratch in python
",06/30/2019 11:58 p.m.,nitinajet.aiml,83,2019-06-30 23:58:00
3241,"
And analyzed the pysyft code   and issues to solve some of my doubts. @andreiliphds' walkthrough was useful .
",06/30/2019 11:58 p.m.,venkkratos,111,2019-06-30 23:58:00
3242,"
Day 4:
1. Completed Part 4 project of Lesson 4
2. Continued progress in Deep Learning using PyTorch course.
",06/30/2019 11:58 p.m.,balivadask2000,109,2019-06-30 23:58:00
3243,"
Day 3:
1. Completed reading the paper Differentially Private Federated Learning: A Client Level Perspective.
2. Wrote a post to explain the de-skewing of an augmented database as done in Lesson 6 (Intro to Local and Global DP) (https://secureprivataischolar.slack.com/archives/CJS6LLE2J/p1561918974233900)@alegalindo-101 and @workwithpurpose What have you guys been up to today? If your day just started, make the most of it. Carpe Diem!
",06/30/2019 11:59 p.m.,f2014360,439,2019-06-30 23:59:00
3244,"
Day 4: Implemented SRGAN. Wrote the generator, discriminator, loss functions, and dataloaders. Will work on training the model next.https://github.com/saqibns/60DaysofUdacity-SPAIC/tree/master/Day-03
",06/30/2019 11:59 p.m.,shamsi.saqib,201,2019-06-30 23:59:00
3245,"
A post of the paper. Sorry for the double messages. 
",07/01/2019 12:00 a.m.,f2014360,54,2019-07-01 00:00:00
3246,"
If you haven't checked it already, i totally recommend  the course 'Learning From Data' https://work.caltech.edu/telecourse.html
I took both courses (both are great) but i prefer a little bit more Yaser's Course. Regards!
 
(Not about DL, i was talking about Andrew's course)
",07/01/2019 12:01 a.m.,erick.duarte,277,2019-07-01 00:01:00
3247,"
#60daysofudacity
Day 4: Completed Lesson 4 and started with Lesson 5 : Introducing Local and Global Differential Privacy
",07/01/2019 12:02 a.m.,lakshmiprasannakumara,122,2019-07-01 00:02:00
3248,"
Day 3-4 :
1) Updated my portfolio.
2) Read the blogs on Differential privacy in different sectors.
3) Solve 2 Medium problems on leetcode.
",07/01/2019 12:02 a.m.,maydev22,140,2019-07-01 00:02:00
3249,"
Day 3 and 4 of #60daysofudacity Continued with the Udacity lessons and went through the notebook
",07/01/2019 12:02 a.m.,flonsie17,98,2019-07-01 00:02:00
3250,"
Day 4 : #60daysofudacity Completed Lesson 3 : Introducing Differential Privacy
Coded Project : Generate Parallel Databases
Plus, I have also attached a brief summary (copied from notebooks provided to us by Udacity) of this project (Present in Attached Screenshots)
----------------------------------------------------------------------------------------- Engaged in Questioning & Answering in Different Slack Channels
1. #general  - Which algorithm is used to show similar products on e-commerce websites?https://secureprivataischolar.slack.com/archives/CJSCX4WAZ/p1561878446061400?thread_ts=1561878059.055400&cid=CJSCX4WAZ
2. #beginners - multiple questions regrading my blog on Naive Bayeshttps://secureprivataischolar.slack.com/archives/CK78R6TBJ/p1561841012110100?thread_ts=1561021399.253400&cid=CK78R6TBJ
3. #tech_help - error debugginghttps://secureprivataischolar.slack.com/archives/CJW72L5D2/p1561889573358400?thread_ts=1561886076.350900&cid=CJW72L5D2
------------------------------------------------------------------------------------------------------- Inviting for Challenge :
1. @abhigupta4981  from #busy_or_overwhelmed - Just dive in ! Its never too late to start learning & yes you will be able to finish the course timely 
2. @barbara.stempien from #busy_or_overwhelmed - she has just started challenge - We welcome you aboard and invite you to accept challenge! Just start today 
",07/01/2019 12:02 a.m.,aisha.jv70,1400,2019-07-01 00:02:00
